"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tag"
"hsa-miR-1-3p",138.130406595402,-0.573621221389962,0.155913841507825,-3.67909106621026,0.000234066683202596,0.000580559096132423,"Stable"
"hsa-miR-100-5p",59104.3980187536,-0.330810478318112,0.0902496537711049,-3.66550412655463,0.000246851830837889,0.000609869229128903,"Stable"
"hsa-miR-101-3p",145492.432474694,-0.146907672592263,0.0682131407150929,-2.15365648102695,0.0312671213694653,0.0501228663174635,"Stable"
"hsa-miR-101-5p",105.505980658338,-0.13528126645924,0.0853401428429467,-1.58520084397095,0.112920708834692,0.161681924013309,"Stable"
"hsa-miR-103a-2-5p",8.95529647701048,-0.00894245432207042,0.12802900509885,-0.0698470968759463,0.944315360799958,0.953395316192266,"Stable"
"hsa-miR-103a-3p",122588.786800675,0.243179224650763,0.0582422325815541,4.17530739932144,2.97583936977191e-05,8.71990140909908e-05,"Stable"
"hsa-miR-106a-5p",31.0252217753598,0.227733156648502,0.0750119861773232,3.03595689507749,0.00239773639949665,0.00490954996836284,"Stable"
"hsa-miR-106b-3p",1079.06858829041,-0.194043174748223,0.0624640450410857,-3.10647788852917,0.00189330467376069,0.00400262397472897,"Stable"
"hsa-miR-106b-5p",911.704315244517,-0.177650852205641,0.0512114593076268,-3.46896680171706,0.00052246401045346,0.00119258089342638,"Stable"
"hsa-miR-107",477.261303585057,0.155148263712495,0.0556139657151974,2.78973566652339,0.00527510899110669,0.0101630540195634,"Stable"
"hsa-miR-10a-5p",24910.8092212708,0.0205088267140633,0.104182789360361,0.196854267772816,0.843941582356771,0.877365011361,"Stable"
"hsa-miR-10b-5p",99075.9242298874,0.132013867901574,0.103258679771753,1.27847720107774,0.201081218548228,0.263919099344549,"Stable"
"hsa-miR-1179",24.8837819951587,1.43165123693379,0.217023046900771,6.59677051529179,4.20210423893848e-11,3.30915708816405e-10,"Up"
"hsa-miR-1180-3p",239.22909484567,0.502681549217977,0.0784625518808663,6.40664287826407,1.48758703843485e-10,1.06497708433404e-09,"Stable"
"hsa-miR-1224-5p",7.95145546096905,0.510253785368192,0.156504589454201,3.26031196367894,0.00111289732656612,0.00242603915479812,"Stable"
"hsa-miR-1226-3p",6.02653155875458,0.381003118194208,0.109288873687374,3.48620225773474,0.00048993042970896,0.00112238607533325,"Stable"
"hsa-miR-1229-3p",2.10725632852499,0.21196710938945,0.150690351061296,1.40664022544635,0.159534098770873,0.217546498323917,"Stable"
"hsa-miR-1247-3p",56.3932455283435,-1.543411164974,0.254492799750908,-6.06465552850475,1.32236761588846e-09,7.19325948280951e-09,"Down"
"hsa-miR-1249-3p",4.81931003063685,-0.685785520445981,0.128920945317848,-5.31942671344221,1.04094733080976e-07,4.04812850870463e-07,"Stable"
"hsa-miR-1251-3p",27.5811879135677,0.724225377806456,0.130408143619277,5.55352877287181,2.79959557745849e-08,1.20342547419832e-07,"Stable"
"hsa-miR-1251-5p",945.755468505982,0.897254614144027,0.120262431056948,7.46080555879622,8.59950783488998e-14,1.38915126563607e-12,"Stable"
"hsa-miR-125a-3p",37.7185383531111,-0.245936938651932,0.083740201913417,-2.93690405602578,0.00331506648557497,0.0065883024792184,"Stable"
"hsa-miR-125a-5p",9715.06724265667,-0.0193896347725067,0.0711573135278694,-0.272489696577887,0.785245512593278,0.834463806043236,"Stable"
"hsa-miR-125b-1-3p",27.913177145258,-0.696368937711184,0.0968259215701881,-7.19196808476946,6.38639609077242e-13,7.73736449458966e-12,"Stable"
"hsa-miR-125b-2-3p",256.04535771998,-0.126823994763155,0.082023839940491,-1.54618455872302,0.122060001623347,0.173584200954196,"Stable"
"hsa-miR-125b-5p",20696.2767972038,-0.472655966177268,0.0697236998796868,-6.77898572498117,1.21022483360846e-11,1.12123771349019e-10,"Stable"
"hsa-miR-126-3p",29920.3050208021,0.644580623443844,0.0792268473719341,8.13588631663999,4.08935419148913e-16,1.12012745245137e-14,"Stable"
"hsa-miR-126-5p",2136.41422852639,0.605907458237866,0.073275880721177,8.26885261936888,1.35254342728631e-16,4.26051179595186e-15,"Stable"
"hsa-miR-1262",2.99909802281267,-0.753308576334091,0.126778615728092,-5.94192145108876,2.81700405047774e-09,1.44285573317152e-08,"Stable"
"hsa-miR-1266-5p",70.6639209468502,-0.219167265213015,0.0890867086327534,-2.4601567234513,0.0138876355817023,0.0241690895482665,"Stable"
"hsa-miR-127-3p",864.638204804656,-1.47975181958074,0.184109482587937,-8.03734711966266,9.18043289556277e-16,2.40986363508523e-14,"Down"
"hsa-miR-127-5p",303.904526622411,-1.63136549968812,0.175753539178224,-9.2821203334849,1.66138882275062e-20,1.30834369791612e-18,"Down"
"hsa-miR-1270",19.8636128917302,0.185329129183442,0.127280158912334,1.4560724213983,0.14537260045159,0.202070724231345,"Stable"
"hsa-miR-1271-5p",14.3900823069526,-0.417024520084125,0.0833881316580831,-5.00100568020943,5.70320321175047e-07,1.98665353564691e-06,"Stable"
"hsa-miR-1275",5.54268539661379,1.14038699666136,0.188226933826056,6.05857500561115,1.37332707609383e-09,7.3948381020437e-09,"Up"
"hsa-miR-1277-3p",8.13750756483974,-0.00249401711403884,0.0899314684379579,-0.0277324184443782,0.977875567461546,0.980989820861105,"Stable"
"hsa-miR-128-1-5p",27.3164740998471,0.234573185307121,0.0597696162364023,3.92462257711898,8.68658200699696e-05,0.000235885632086555,"Stable"
"hsa-miR-128-3p",740.056938473273,0.200184879134241,0.0546980104170134,3.65982012157384,0.000252392358865074,0.000620598424865077,"Stable"
"hsa-miR-1287-3p",49.5650605394588,0.437320953348404,0.0942287450645561,4.64105675023896,3.46631902425842e-06,1.10851826664102e-05,"Stable"
"hsa-miR-1287-5p",150.763778621906,0.169221701060318,0.0719694627627912,2.35129865590447,0.0187080113532277,0.0312627245425291,"Stable"
"hsa-miR-129-5p",24.1194013784843,-1.01833845690251,0.220638274853452,-4.61542068156077,3.9229985104234e-06,1.24822679877108e-05,"Down"
